Field,Posted Date,Job Title,Company,Company URL,Company Size,Job Link,Job Portal,Location,First Name,Last Name,Title,LinkedIn,Email,Phone Number
Non-Technical,10/02/2025,Paid Search Manager Manager,Slack,https://www.slack.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Ari,Moore,Senior Developer,,ari.moore@slack.com,(483) 701-9627
Non-Technical,10/02/2025,Paid Search Manager Manager,Slack,https://www.slack.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Jamie,Miller,Head of Engineering,https://www.linkedin.com/in/jamie-miller,jamie.miller@slack.com,+44 69 2766 1659
Non-Technical,09/30/2025,Senior Paid Search Manager,Meta,https://www.meta.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Senior%20Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Gray,Wright,Technical Lead,,gray.wright@meta.com,052 3071 9322
Non-Technical,09/30/2025,Senior Paid Search Manager,Meta,https://www.meta.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Senior%20Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Casey,Clark,Technical Lead,,casey.clark@meta.com,030 4911 8634
Non-Technical,09/30/2025,Senior Paid Search Manager,Meta,https://www.meta.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Senior%20Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Fox,Bell,Lead Developer,,fox.bell@meta.com,+1-612-919-7117
Non-Technical,09/30/2025,Senior Paid Search Manager,Meta,https://www.meta.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Senior%20Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"San Francisco, CA",Tatum,Anderson,Senior Developer,https://www.linkedin.com/in/tatum-anderson-991,tatum.anderson@meta.com,071 4740 9102
Non-Technical,09/30/2025,Paid Search Manager,Google,https://www.google.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"New York, NY",Taylor,Quinn,Product Manager,https://www.linkedin.com/in/taylor.quinn,taylor.quinn@google.com,+44 66 9661 7952
Non-Technical,09/30/2025,Paid Search Manager,Google,https://www.google.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"New York, NY",Casey,King,Technical Lead,,casey.king@google.com,025 3465 1609
Non-Technical,09/30/2025,Paid Search Manager,Google,https://www.google.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"New York, NY",Phoenix,Adams,VP Engineering,https://www.linkedin.com/in/phoenixadams83,phoenix.adams@google.com,060 1481 2246
Non-Technical,09/30/2025,Paid Search Manager,Google,https://www.google.com,10000+,https://www.linkedin.com/jobs/search/?keywords=Paid%20Search%20Manager&location=United%20States&sortBy=DD,LinkedIn Jobs,"New York, NY",Blake,Clark,Technical Lead,,blake.clark@google.com,+44 34 2997 9430
