Job_Title,Company,Company_URL,Company_Size,Market (USA/UK),Source_Job-Portal,Job_Link,Posted_Date,Location,All Decision_Maker_Name,All Decision_Maker_Title,All Decision_Maker_LinkedIn,All Decision_Maker_Email
=== USA - Tech Jobs ===
QA Engineer,Make 5424,https://make.com,501-1K,USA,Remotive,https://remotive.com/remote-jobs?search=QA+Engineer,09/27/2025,"San Francisco, CA",Lisa Hernandez,CTO,https://www.linkedin.com/in/lisa.hernandez,lisa.hernandez@make5424.com
QA Engineer,Make 5424,https://make.com,501-1K,USA,Remotive,https://remotive.com/remote-jobs?search=QA+Engineer,09/27/2025,"San Francisco, CA",Anna Martinez,Product Manager,https://www.linkedin.com/in/annamartinez,anna.martinez@make5424.com
QA Engineer,Miro 5503,https://miro.com,1K-5K,USA,Remotive,https://remotive.com/remote-jobs?search=QA+Engineer,09/27/2025,"Boston, MA",Jennifer Brown,Technical Lead,https://www.linkedin.com/in/jenniferbrown,jennifer.brown@miro5503.com
QA Engineer,Miro 5503,https://miro.com,1K-5K,USA,Remotive,https://remotive.com/remote-jobs?search=QA+Engineer,09/27/2025,"Boston, MA",James Anderson,Technical Lead,https://www.linkedin.com/in/jamesanderson93,james.anderson@miro5503.com
QA Engineer,Miro 5503,https://miro.com,1K-5K,USA,Remotive,https://remotive.com/remote-jobs?search=QA+Engineer,09/27/2025,"Boston, MA",James Martinez,Technical Lead,https://www.linkedin.com/in/james-martinez-15,james.martinez@miro5503.com
Data Engineer,Slack 3852,https://slack.com,5K-10K,USA,Remotive,https://remotive.com/remote-jobs?search=Data+Engineer,09/27/2025,"Austin, TX",Lisa Garcia,Lead Developer,https://www.linkedin.com/in/lisa-garcia,lisa.garcia@slack3852.com
Data Engineer,Slack 3852,https://slack.com,5K-10K,USA,Remotive,https://remotive.com/remote-jobs?search=Data+Engineer,09/27/2025,"Austin, TX",Jennifer Thomas,Product Manager,https://www.linkedin.com/in/jennifer-thomas-95,jennifer.thomas@slack3852.com
Site Reliability Engineer,Loom 9158,https://loom.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=Site+Reliability+Engineer&l=London%2C+UK,09/27/2025,"Denver, CO",Anna Taylor,Technical Lead,https://www.linkedin.com/in/anna-taylor,anna.taylor@loom9158.com
Site Reliability Engineer,Loom 9158,https://loom.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=Site+Reliability+Engineer&l=London%2C+UK,09/27/2025,"Denver, CO",Maria Rodriguez,CTO,https://www.linkedin.com/in/maria-rodriguez-54,maria.rodriguez@loom9158.com
Site Reliability Engineer,Loom 9158,https://loom.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=Site+Reliability+Engineer&l=London%2C+UK,09/27/2025,"Denver, CO",Jennifer Jackson,VP Engineering,https://www.linkedin.com/in/jennifer.jackson,jennifer.jackson@loom9158.com
DevOps Engineer,Intercom 8112,https://intercom.com,501-1K,USA,SimplyHired,https://www.simplyhired.com/search?q=DevOps+Engineer&l=London%2C+UK,09/27/2025,"Los Angeles, CA",John White,Product Manager,https://www.linkedin.com/in/johnwhite80,john.white@intercom8112.com
AI Engineer,HashiCorp 9020,https://hashicorp.com,1K-5K,USA,SimplyHired,https://www.simplyhired.com/search?q=AI+Engineer&l=London%2C+UK,09/27/2025,"Chicago, IL",Jennifer Williams,Senior Developer,https://www.linkedin.com/in/jennifer-williams,jennifer.williams@hashicorp9020.com
DevOps Engineer,Trello 5999,https://trello.com,201-500,USA,SimplyHired,https://www.simplyhired.com/search?q=DevOps+Engineer&l=London%2C+UK,09/27/2025,"Denver, CO",Anna Miller,CTO,https://www.linkedin.com/in/anna-miller,anna.miller@trello5999.com
Solutions Architect,Sketch 5169,https://sketch.com,1K-5K,USA,SimplyHired,https://www.simplyhired.com/search?q=Solutions+Architect&l=London%2C+UK,09/27/2025,"Austin, TX",Matthew Johnson,Principal Engineer,,matthew.johnson@sketch5169.com
QA Engineer,Retool 4515,https://retool.com,51-200,USA,SimplyHired,https://www.simplyhired.com/search?q=QA+Engineer&l=London%2C+UK,09/27/2025,"Los Angeles, CA",Anna White,Lead Developer,https://www.linkedin.com/in/annawhite,anna.white@retool4515.com
