Field,Posted Date,Job Title,Company,Company URL,Company Size,Job Link,Job Portal,Location,First Name,Last Name,Title,LinkedIn,Email,Phone Number
Non Technical,09/27/2025,Brand Manager,Google 1040,https://google.com,10K+,https://www.talent.com/jobs?q=Brand+Manager&location=London,Talent,"Chicago, IL",Sarah,Johnson,Head of Product,https://www.linkedin.com/in/sarah-johnson,sarah.johnson@google1040.com,048 1136 1677
Non Technical,09/27/2025,Brand Manager,Google 1040,https://google.com,10K+,https://www.talent.com/jobs?q=Brand+Manager&location=London,Talent,"Chicago, IL",John,Martinez,CTO,https://www.linkedin.com/in/john-martinez-53,john.martinez@google1040.com,+44 58 9722 8217
Non Technical,09/27/2025,Business Development,Mailchimp 9101,https://mailchimp.com,1K-5K,https://www.talent.com/jobs?q=Business+Development&location=London,Talent,"Boston, MA",Jennifer,Hernandez,Lead Developer,https://www.linkedin.com/in/jennifer-hernandez-16,jennifer.hernandez@mailchimp9101.com,(551) 660-2922
Non Technical,09/27/2025,Business Development,Mailchimp 9101,https://mailchimp.com,1K-5K,https://www.talent.com/jobs?q=Business+Development&location=London,Talent,"Boston, MA",Jennifer,Moore,Architect,https://www.linkedin.com/in/jennifer-moore-35,jennifer.moore@mailchimp9101.com,048 4024 6798
Non Technical,09/27/2025,Financial Analyst,Supabase 2447,https://supabase.com,51-200,https://www.talent.com/jobs?q=Financial+Analyst&location=London,Talent,"Los Angeles, CA",Anna,Taylor,CTO,https://www.linkedin.com/in/annataylor58,anna.taylor@supabase2447.com,070 1735 6502
Non Technical,09/27/2025,Financial Analyst,Supabase 2447,https://supabase.com,51-200,https://www.talent.com/jobs?q=Financial+Analyst&location=London,Talent,"Los Angeles, CA",Lisa,White,Senior Developer,https://www.linkedin.com/in/lisa-white,lisa.white@supabase2447.com,(534) 652-1100
Non Technical,09/27/2025,Marketing Manager,Netflix 9386,https://netflix.com,10K+,https://www.talent.com/jobs?q=Marketing+Manager&location=London,Talent,"Seattle, WA",Chris,Williams,Technical Director,https://www.linkedin.com/in/chriswilliams,chris.williams@netflix9386.com,+44 70 6167 2904
Non Technical,09/27/2025,Account Manager,Atlassian 6087,https://atlassian.com,1K-5K,https://www.reed.co.uk/jobs?q=Account+Manager&location=London,Reed,"Denver, CO",Lisa,Thompson,Lead Developer,https://www.linkedin.com/in/lisa-thompson-56,lisa.thompson@atlassian6087.com,+1-614-399-1546
Non Technical,09/27/2025,Social Media Manager,Databricks 4671,https://databricks.com,1K-5K,https://www.reed.co.uk/jobs?q=Social+Media+Manager&location=London,Reed,"Denver, CO",Amanda,Anderson,Head of Product,https://www.linkedin.com/in/amanda-anderson,amanda.anderson@databricks4671.com,+44 48 1167 1206
Non Technical,09/27/2025,Business Development,Atlassian 3921,https://atlassian.com,51-200,https://www.totaljobs.com/jobs?q=Business+Development&location=London,Totaljobs,"Austin, TX",John,Thomas,Technical Lead,https://www.linkedin.com/in/johnthomas,john.thomas@atlassian3921.com,+1-546-890-7108
Non Technical,09/27/2025,Business Development,Atlassian 3921,https://atlassian.com,51-200,https://www.totaljobs.com/jobs?q=Business+Development&location=London,Totaljobs,"Austin, TX",Lisa,Martin,Head of Engineering,https://www.linkedin.com/in/lisamartin,lisa.martin@atlassian3921.com,(708) 561-2740
Non Technical,09/27/2025,SEO Specialist,Netlify 5037,https://netlify.com,51-200,https://www.adzuna.com/search?q=SEO+Specialist&where=London,Adzuna,"Austin, TX",John,Martinez,Lead Developer,https://www.linkedin.com/in/johnmartinez,john.martinez@netlify5037.com,+1-966-332-9602
Non Technical,09/27/2025,SEO Specialist,Netlify 5037,https://netlify.com,51-200,https://www.adzuna.com/search?q=SEO+Specialist&where=London,Adzuna,"Austin, TX",Mark,Williams,Product Manager,,mark.williams@netlify5037.com,(383) 852-4373
Non Technical,09/27/2025,Graphic Designer,Meta 7203,https://meta.com,10K+,https://www.adzuna.com/search?q=Graphic+Designer&where=London,Adzuna,"San Francisco, CA",John,Thompson,Director of Engineering,https://www.linkedin.com/in/john-thompson,john.thompson@meta7203.com,043 3618 9344
Non Technical,09/27/2025,Account Manager,Anthropic 1832,https://anthropic.com,1K-5K,https://www.adzuna.com/search?q=Account+Manager&where=London,Adzuna,"New York, NY",Anthony,Davis,Technical Lead,,anthony.davis@anthropic1832.com,(534) 700-4079
Non Technical,09/27/2025,Account Manager,Anthropic 1832,https://anthropic.com,1K-5K,https://www.adzuna.com/search?q=Account+Manager&where=London,Adzuna,"New York, NY",Sarah,Thompson,Head of Product,https://www.linkedin.com/in/sarah-thompson,sarah.thompson@anthropic1832.com,+44 34 6355 6274
Non Technical,09/27/2025,Operations Manager,Airtable 7677,https://airtable.com,201-500,https://www.cv-library.co.uk/jobs?q=Operations+Manager&location=London,CV-Library,"New York, NY",Stephanie,Davis,Lead Developer,https://www.linkedin.com/in/stephanie-davis-27,stephanie.davis@airtable7677.com,(749) 955-6709
Non Technical,09/27/2025,Project Manager,Hugging Face 9776,https://huggingface.com,51-200,https://www.cv-library.co.uk/jobs?q=Project+Manager&location=London,CV-Library,"Austin, TX",John,Thomas,Product Manager,https://www.linkedin.com/in/john-thomas,john.thomas@huggingface9776.com,+1-838-672-8341
Non Technical,09/26/2025,Account Manager,Amazon 6746,https://amazon.com,100K+,https://www.talent.com/jobs?q=Account+Manager&location=London,Talent,"New York, NY",Anna,Williams,Head of Product,https://www.linkedin.com/in/annawilliams,anna.williams@amazon6746.com,+1-300-383-7243
Non Technical,09/26/2025,Project Manager,Cohere 2209,https://cohere.com,201-500,https://www.reed.co.uk/jobs?q=Project+Manager&location=London,Reed,"Seattle, WA",Ashley,Hernandez,VP Engineering,https://www.linkedin.com/in/ashleyhernandez11,ashley.hernandez@cohere2209.com,(789) 375-6232
Non Technical,09/26/2025,Project Manager,Cohere 2209,https://cohere.com,201-500,https://www.reed.co.uk/jobs?q=Project+Manager&location=London,Reed,"Seattle, WA",Robert,Rodriguez,VP Engineering,https://www.linkedin.com/in/robertrodriguez77,robert.rodriguez@cohere2209.com,(728) 357-4224
Non Technical,09/26/2025,Content Writer,Framer 6510,https://framer.com,51-200,https://www.totaljobs.com/jobs?q=Content+Writer&location=London,Totaljobs,"Seattle, WA",David,Jones,Senior Developer,,david.jones@framer6510.com,+44 45 2635 1369
Non Technical,09/26/2025,Content Writer,Anthropic 9405,https://anthropic.com,51-200,https://www.totaljobs.com/jobs?q=Content+Writer&location=London,Totaljobs,"Chicago, IL",Stephanie,Miller,Technical Lead,https://www.linkedin.com/in/stephanie.miller,stephanie.miller@anthropic9405.com,+44 52 9589 4093
Non Technical,09/26/2025,Content Writer,Anthropic 9405,https://anthropic.com,51-200,https://www.totaljobs.com/jobs?q=Content+Writer&location=London,Totaljobs,"Chicago, IL",Daniel,Garcia,Technical Lead,https://www.linkedin.com/in/daniel-garcia,daniel.garcia@anthropic9405.com,+44 57 4158 8447
Non Technical,09/26/2025,Content Writer,Anthropic 9405,https://anthropic.com,51-200,https://www.totaljobs.com/jobs?q=Content+Writer&location=London,Totaljobs,"Chicago, IL",Sarah,Lopez,Lead Developer,https://www.linkedin.com/in/sarahlopez65,sarah.lopez@anthropic9405.com,+1-707-377-9854
Non Technical,09/26/2025,Project Manager,Palantir 9538,https://palantir.com,501-1K,https://www.adzuna.com/search?q=Project+Manager&where=London,Adzuna,"Seattle, WA",Jennifer,Jackson,Senior Developer,https://www.linkedin.com/in/jennifer-jackson-71,jennifer.jackson@palantir9538.com,043 1696 6032
Non Technical,09/26/2025,Project Manager,Palantir 9538,https://palantir.com,501-1K,https://www.adzuna.com/search?q=Project+Manager&where=London,Adzuna,"Seattle, WA",Jennifer,Thomas,Senior Developer,https://www.linkedin.com/in/jennifer-thomas,jennifer.thomas@palantir9538.com,(209) 597-2490
Non Technical,09/26/2025,Financial Analyst,Slack 5229,https://slack.com,1K-5K,https://www.cv-library.co.uk/jobs?q=Financial+Analyst&location=London,CV-Library,"Los Angeles, CA",Lisa,Jackson,Head of Product,https://www.linkedin.com/in/lisajackson,lisa.jackson@slack5229.com,(684) 361-5467
Non Technical,09/26/2025,Financial Analyst,Slack 5229,https://slack.com,1K-5K,https://www.cv-library.co.uk/jobs?q=Financial+Analyst&location=London,CV-Library,"Los Angeles, CA",Lisa,Miller,Engineering Manager,https://www.linkedin.com/in/lisa-miller,lisa.miller@slack5229.com,+1-670-637-9091
